Time,Gx,Gy,Gz
54.2,-135.79,24.51,3.14
54.26,-88.71,13.67,2.3
54.33,-7.34,-14.29,-6.12
54.4,18.54,-20.95,-13.42
54.46,27.06,-10.33,-9.35
54.53,8.13,-4.5,-2.18
54.6,1.63,-3.58,-0.68
54.66,0.46,7.94,-1.07
54.73,7.76,9.63,0.03
54.8,10.83,5.03,1.7
54.86,14.39,-1.38,2.88
54.93,9.24,0.11,1.99
55.0,-0.64,-3.31,2.67
55.06,-9.54,0.2,0.97
55.13,-41.52,-6.83,5.6
55.2,-72.05,13.95,11.71
55.26,-126.72,11.08,14.05
55.33,-143.79,12.22,-2.65
55.4,-154.7,26.51,0.71
55.46,-141.73,14.58,-12.8
55.53,-145.11,8.69,-36.93
55.6,-142.64,3.9,-33.09
55.66,-132.25,10.53,-24.26
55.74,-46.54,-5.51,-28.05
55.81,-19.65,-9.68,-25.7
55.87,0.12,-2.58,-3.11
55.95,1.7,-3.9,-6.81
56.02,24.22,-7.35,5.41
56.08,140.69,-61.46,-15.8
56.15,217.95,-33.84,-41.27
56.22,238.47,42.54,-5.19
56.28,248.64,46.65,15.68
56.35,187.42,54.66,56.55
56.41,117.74,49.22,35.18
56.48,120.23,33.67,-74.98
56.55,123.85,35.17,-55.51
56.61,34.78,33.99,-81.22
56.68,-2.62,29.13,-36.98
56.75,-43.38,-29.72,5.21
56.82,-69.12,-77.99,46.56
56.88,-7.38,-19.31,8.45
56.95,2.97,26.33,-20.76
57.02,7.83,3.1,0.34
57.08,9.31,-4.3,-0.67
57.15,1.89,23.27,-7.91
57.21,-21.04,31.03,12.67
57.28,5.76,2.81,37.73
57.35,14.37,-20.65,4.41
57.41,69.82,-42.37,31.17
57.48,71.57,5.79,11.91
57.55,87.77,18.34,0.28
57.61,119.61,21.92,9.62
57.68,106.56,4.72,24.68
57.75,130.12,-13.47,23.77
57.83,131.35,2.46,8.41
57.9,139.19,12.54,-3.73
57.97,165.36,33.05,0.62
58.03,149.96,5.19,2.78
58.1,218.15,34.46,41.45
58.16,205.95,28.02,40.12
58.23,150.91,14.68,21.93
58.3,164.92,3.81,25.6
58.36,58.06,-27.72,13.92
58.43,11.12,-8.81,13.76
58.5,-31.3,8.2,13.13
58.56,-89.91,-10.15,16.72
58.63,-168.19,23.27,41.31
58.7,-202.97,7.62,26.15
58.76,-249.99,-19.69,1.02
58.84,-249.99,28.77,-14.49
58.9,-249.99,38.41,10.6
58.97,-249.23,61.35,13.98
59.03,-216.82,51.36,1.3
59.1,-208.66,33.34,-0.29
59.16,-222.07,19.37,-25.19
59.23,-237.5,42.94,-65.3
59.3,-228.36,15.23,-55.03
59.36,-140.83,24.96,-51.38
59.43,-98.74,0.06,-22.08
59.5,-56.36,-8.29,-2.05
59.56,-5.82,-6.5,-0.33
59.63,172.05,-46.01,-15.11
59.72,250.0,-4.91,-31.61
59.79,250.0,44.89,18.06
59.86,250.0,30.35,14.32
59.93,235.15,12.89,-19.52
60.0,241.89,54.13,-15.75
60.06,239.73,53.03,23.08
60.13,233.81,45.93,6.32
60.2,226.4,53.74,32.72
60.26,243.61,36.3,101.91
60.33,250.0,-0.09,59.66
60.4,218.08,-25.48,32.01
60.46,-41.76,15.37,40.96
60.53,-155.37,38.85,45.83
60.6,-249.99,21.91,2.57
60.66,-249.99,10.64,-32.68
60.73,-249.99,-13.24,-16.25
60.8,-249.99,12.08,-16.57
60.87,-249.99,19.54,-8.47
60.94,-249.99,3.57,-25.67
61.0,-248.77,-6.81,-26.3
61.07,-164.15,16.07,-14.55
61.14,-93.61,32.82,40.8
61.2,118.52,38.06,18.52
61.27,250.0,-24.82,42.97
61.34,250.0,-59.11,40.03
61.4,244.79,36.95,6.84
61.47,250.0,21.64,-19.31
61.53,250.0,11.56,-43.94
61.6,250.0,-9.81,18.09
61.66,250.0,-3.53,22.4
61.73,248.89,-1.34,2.21
61.8,111.18,6.12,6.58
61.88,-96.67,30.24,56.44
61.97,-249.99,77.2,35.83
62.04,-249.99,63.33,-68.93
62.1,-249.99,31.96,-94.44
62.17,-249.99,35.62,-43.97
62.24,-249.99,31.23,-28.78
62.3,-249.99,43.67,-32.13
62.37,-249.99,57.15,-39.71
62.43,-189.09,28.25,-23.87
62.5,-54.39,-8.47,4.35
62.57,42.02,-7.49,17.78
62.63,250.0,-48.24,6.55
62.7,250.0,-53.01,14.04
62.77,250.0,46.98,-43.75
62.84,250.0,42.58,-26.36
62.9,250.0,17.04,-7.28
62.97,250.0,-4.85,93.76
63.03,250.0,7.11,158.84
63.1,250.0,-48.54,41.2
63.17,154.88,-26.36,-16.91
63.23,96.88,17.92,-9.07
63.3,33.0,-11.13,-8.85
63.36,-225.13,6.64,54.21
63.43,-249.99,6.85,-37.96
63.5,-249.99,-17.7,-14.02
63.56,-249.99,-22.05,-16.1
63.63,-249.99,4.16,13.44
63.7,-249.99,32.7,29.23
63.76,-211.85,33.3,-25.26
63.83,-208.83,45.17,-10.04
63.9,-204.64,28.59,-14.68
63.96,-184.27,14.38,-15.24
64.03,-129.39,13.9,-19.56
64.1,-102.66,8.65,8.25
64.16,-60.99,10.53,3.06
64.23,9.74,5.44,11.06
64.3,117.89,-31.84,4.02
64.36,250.0,-51.75,17.88
64.43,250.0,-34.73,37.0
64.5,250.0,43.34,26.13
64.56,250.0,46.53,10.35
64.63,250.0,47.87,43.58
64.7,250.0,13.08,69.16
64.77,250.0,-8.39,43.3
64.84,250.0,-8.29,11.74
64.91,209.94,-30.03,8.62
64.97,127.26,-9.02,5.42
65.04,-101.43,11.91,25.2
65.1,-210.88,24.14,38.02
65.17,-249.99,11.18,-9.99
65.24,-249.99,-20.9,-12.31
65.3,-249.99,-26.22,-11.8
65.36,-249.99,-18.01,-10.8
65.43,-249.99,-14.86,-21.28
65.5,-249.99,-72.07,-30.9
65.56,-249.99,-45.22,-11.32
65.63,-241.83,-55.08,18.78
65.7,-151.41,-3.1,18.95
65.76,-88.11,26.94,11.52
65.83,-11.85,8.76,12.74
65.9,32.18,9.17,9.77
65.97,250.0,17.89,-19.73
66.03,250.0,40.28,-21.45
66.1,250.0,67.76,20.0
66.16,250.0,66.41,11.33
66.23,250.0,59.94,22.94
66.3,250.0,22.49,49.28
66.36,250.0,-33.46,51.86
66.43,250.0,-17.93,33.24
66.5,250.0,-44.56,11.86
66.56,250.0,-27.26,15.1
66.63,96.92,-3.82,-19.51
66.7,25.81,8.39,-3.88
66.76,-198.61,83.4,23.75
66.83,-249.99,89.15,-8.61
66.9,-249.99,33.54,-13.43
66.97,-249.99,-0.04,-60.43
67.04,-249.99,23.35,-35.07
67.1,-249.99,0.08,-50.56
67.17,-249.99,-15.43,-59.89
67.23,-249.99,-42.49,-30.96
67.3,-249.99,-30.11,-36.91
67.36,-205.44,-1.17,-32.64
67.43,-182.31,10.7,-17.11
67.5,-54.31,-13.06,-23.68
67.56,67.94,13.42,22.95
67.63,219.07,3.72,36.82
67.7,250.0,-4.65,45.83
67.76,250.0,4.51,49.95
67.83,250.0,57.72,-31.04
67.9,121.12,77.45,-35.22
67.96,4.06,25.9,-16.45
68.03,-26.94,15.28,39.94
68.1,-47.06,-4.77,56.01
68.16,-34.01,-4.34,-55.0
68.23,10.83,-48.11,36.14
68.3,19.53,2.54,-13.67
68.36,-24.71,-17.66,-115.7
68.43,-13.94,-27.63,-80.16
68.5,27.82,-24.61,-83.42
68.56,34.59,4.78,-132.74
68.63,55.11,10.49,-249.99
68.7,70.63,-9.53,-249.99
68.76,61.12,-19.81,-249.99
68.83,35.47,-24.95,-249.99
68.9,-4.7,-20.7,-249.99
68.96,-10.13,-11.71,-103.69
69.03,2.76,-3.93,-45.33
69.1,16.47,-45.51,235.4
69.16,33.56,-15.49,250.0
69.23,-11.25,-10.8,250.0
69.3,5.0,9.15,250.0
69.36,5.68,65.78,250.0
69.43,-5.93,36.76,247.08
69.5,-10.3,-0.5,82.2
69.56,4.25,8.34,13.82
69.63,25.19,40.92,-205.64
69.7,84.58,33.11,-249.99
69.76,11.38,10.69,-75.2
69.83,-13.98,-5.15,-13.29
69.9,-27.63,1.72,-36.54
69.96,-26.46,-2.68,-62.17
70.03,-36.66,-17.61,-85.57
70.1,-94.71,103.67,-110.55
70.16,-96.75,59.89,-84.85
70.23,-54.86,15.09,-46.58
70.31,-29.89,-46.38,64.08
70.38,42.64,-49.82,18.23
70.45,45.43,20.89,-62.89
70.51,34.2,23.42,2.47
70.58,19.57,1.46,-14.22
70.65,7.16,12.88,7.71
70.71,17.04,18.19,17.97
70.78,20.68,6.03,5.21
70.85,14.59,6.98,-16.04
70.91,6.9,13.69,-0.8
70.98,6.53,5.41,-8.05
71.05,15.19,2.78,-8.65
71.11,16.63,-2.89,-14.62
71.18,9.75,-0.77,1.25
71.25,6.86,0.14,-3.1
71.31,5.13,0.72,-3.54
71.38,5.98,0.25,-4.14
71.45,5.51,-0.68,-8.07
71.51,4.55,1.88,-0.03
71.58,6.5,1.62,3.42
71.65,4.22,4.19,7.57
71.71,7.74,0.17,25.54
71.78,5.34,23.28,-5.83
71.85,-30.81,52.74,-2.68
71.91,22.58,11.1,-147.03
71.98,0.6,10.41,-59.64
72.05,-12.88,52.89,127.34
72.12,37.67,100.53,97.48
72.18,91.4,87.41,150.72
72.25,49.89,29.75,163.99
72.32,-5.75,-65.24,-0.37
72.38,-5.57,-38.79,-65.74
72.45,-19.64,-32.03,-58.47
72.51,-12.52,-34.04,-189.1
72.58,-4.36,9.59,-249.99
72.65,52.1,8.34,-249.99
72.72,105.17,8.65,-249.99
72.78,143.75,-20.27,-249.99
72.85,112.16,2.26,-249.99
72.92,48.15,-4.03,-146.11
72.98,32.65,-4.16,-84.88
73.05,-66.36,35.81,161.97
73.11,-114.65,14.18,250.0
73.18,-74.02,-11.3,250.0
73.25,-77.38,-10.78,250.0
73.31,-44.13,-27.14,250.0
73.38,-29.12,-13.68,250.0
73.45,-40.15,-21.02,250.0
73.51,19.09,-24.69,250.0
73.58,6.0,-9.14,226.2
73.65,-4.81,-12.52,165.11
73.72,-7.49,-25.86,141.29
73.78,-3.15,0.24,64.03
73.85,-0.86,9.79,15.99
73.92,11.33,17.49,-87.46
73.98,24.46,46.77,-249.99
74.05,27.33,39.57,-214.92
74.11,22.48,42.35,-166.86
74.18,39.96,19.49,-215.43
74.25,23.47,23.14,-246.71
74.31,14.47,7.0,-249.99
74.38,17.57,41.49,-249.99
74.45,123.54,57.51,-249.99
74.51,171.3,50.71,-249.99
74.58,122.49,8.06,-249.99
74.65,112.95,-3.73,-249.99
74.72,93.3,-2.47,-204.87
74.78,15.81,0.17,-70.29
74.85,-4.67,6.69,-6.12
74.91,-59.65,3.45,178.2
74.98,-147.77,42.33,250.0
75.05,-119.85,-2.85,250.0
75.11,-138.01,6.87,250.0
75.18,-88.25,36.64,250.0
75.25,-68.84,-9.25,250.0
75.31,-15.04,-21.92,148.64
75.38,-24.32,-16.98,80.49
75.45,-23.48,-9.33,58.59
75.51,-14.98,-12.63,36.28
75.58,4.88,3.02,7.99
75.65,5.1,5.35,-10.6
75.71,-7.02,39.55,-247.88
75.78,-37.8,70.09,-249.99
75.85,-46.21,41.45,-249.99
75.91,29.66,6.57,-195.53
75.98,-1.75,22.57,116.81
76.05,8.97,-3.43,250.0
76.11,35.93,-45.95,250.0
76.18,-69.09,-54.21,250.0
76.25,-75.24,-60.51,160.15
76.32,43.0,16.67,-46.12
76.38,2.18,28.26,18.44
76.45,-7.91,28.96,-33.8
76.51,12.08,25.54,-98.63
76.58,30.07,46.29,-173.81
76.65,61.46,38.13,-249.99
76.72,33.15,7.99,-249.99
76.78,81.97,9.31,-73.39
76.85,1.31,-13.25,50.75
76.91,-32.56,30.81,-30.83
76.98,12.84,22.22,-98.27
77.05,35.25,-65.72,119.33
77.11,48.65,-80.36,115.15
77.18,36.7,-27.39,-34.37
77.25,29.21,-10.73,-32.88
77.31,28.08,16.0,-57.5
77.38,51.21,51.63,-13.05
77.45,88.98,-9.67,-28.45
77.51,52.74,7.79,94.09
77.58,2.86,-32.3,71.86
77.65,-47.16,-4.04,44.04
77.71,-88.61,17.74,149.15
77.78,-41.54,-4.26,249.45
77.85,-2.18,7.76,250.0
77.91,-6.45,22.08,248.52
77.98,-10.63,-8.69,132.68
78.05,-8.89,-26.98,79.62
78.11,2.13,8.99,5.45
78.18,5.65,20.1,-11.79
78.25,0.73,9.19,-52.75
78.31,-8.47,7.18,-182.73
78.38,17.65,15.18,-249.99
78.45,40.56,20.64,-249.99
78.51,24.48,27.57,-249.99
78.58,48.9,35.56,-249.99
78.67,17.76,24.64,-248.93
78.74,8.42,14.07,-249.99
78.8,-17.25,30.3,-249.99
78.87,-0.68,6.94,-247.89
78.93,6.04,-14.98,-64.3
79.0,7.2,-15.04,-9.6
79.06,7.3,-19.79,98.02
79.13,8.9,-20.22,163.84
79.2,27.28,-41.04,250.0
79.26,21.5,-28.24,250.0
79.33,8.19,-21.72,250.0
79.4,2.96,-32.3,250.0
79.46,23.75,-31.54,250.0
79.53,27.32,-13.47,250.0
79.6,8.88,6.92,221.47
79.67,13.78,16.45,189.82
79.74,1.3,-1.14,65.6
79.8,-0.64,-6.47,24.22
79.87,0.37,2.22,-65.27
79.93,4.5,-1.53,-131.07
80.0,10.75,35.27,-164.2
80.06,14.39,22.31,-249.99
80.13,52.9,26.84,-249.99
80.2,51.78,44.14,-249.99
80.26,-32.0,58.36,-249.99
80.33,-24.45,45.17,-249.99
80.4,17.76,-61.58,-246.47
80.47,3.55,-43.08,-78.59
80.54,-2.15,-12.42,-29.96
80.6,1.13,-3.29,113.72
80.67,14.32,3.29,240.53
80.73,75.51,-54.8,250.0
80.8,101.58,-42.63,250.0
80.87,61.67,-101.87,250.0
80.93,38.92,-38.82,250.0
81.0,7.09,39.79,167.62
81.06,6.54,7.68,72.66
81.13,0.07,4.43,-46.53
81.2,3.4,25.15,-121.7
81.26,28.6,23.93,-249.99
81.33,47.6,62.12,-249.99
81.4,-44.68,80.83,-249.99
81.46,-56.51,62.54,-249.99
81.53,-17.66,-43.04,-219.11
81.6,24.94,-47.09,51.69
81.66,75.99,-77.71,250.0
81.73,100.52,-124.06,250.0
81.8,64.42,-78.63,250.0
81.86,1.76,-0.77,232.34
81.93,13.29,5.82,101.4
82.0,5.23,-3.47,37.81
82.06,-15.02,10.69,-249.99
82.13,5.22,85.12,-249.99
82.2,-70.2,118.17,-249.99
82.26,-29.81,82.73,-249.99
82.33,1.23,14.21,-148.82
82.4,59.71,-87.09,250.0
82.46,56.6,-158.58,250.0
82.53,28.97,-77.12,250.0
82.6,6.06,2.97,247.04
82.66,9.37,7.58,-9.51
82.73,12.77,19.11,-54.28
82.8,-23.13,10.5,-119.85
82.86,-27.32,18.7,-196.63
82.93,45.61,97.29,-249.99
83.0,-60.06,153.66,-249.99
83.06,-19.14,86.6,-249.99
83.13,89.44,-90.35,250.0
83.2,11.34,-73.13,250.0
83.26,4.42,-168.2,250.0
83.33,-3.22,-44.8,250.0
83.4,-0.38,52.4,-221.15
83.46,73.43,127.91,-249.99
83.53,-9.58,148.05,-249.99
83.6,11.3,-38.21,-19.48
83.66,40.33,-96.36,250.0
83.73,18.77,-206.83,250.0
83.8,20.43,-90.93,250.0
83.86,-2.17,24.87,4.43
83.93,-23.87,12.8,-130.42
84.0,-121.16,7.68,-197.74
84.06,-171.92,-36.38,-111.41
84.13,-225.89,-49.21,67.52
84.2,-227.08,-56.19,93.19
84.26,-178.19,-35.04,67.58
84.33,-13.22,26.52,52.8
84.4,173.08,39.08,-5.35
84.46,250.0,-7.57,-57.09
84.53,250.0,34.64,-107.38
84.6,195.08,85.22,-38.88
84.67,142.1,52.39,-31.45
84.74,101.11,20.97,-19.55
84.8,110.42,32.67,13.08
84.87,114.93,20.28,17.92
84.93,118.81,10.77,76.86
85.0,141.29,30.57,1.95
85.07,186.92,56.89,12.41
85.13,132.05,41.67,0.63
85.2,51.68,20.07,-6.25
85.26,-113.98,-21.78,3.37
85.33,-227.67,-57.32,40.23
85.4,-249.99,18.11,39.18
85.46,-249.99,19.11,42.06
85.53,-249.99,40.29,27.83
85.6,-249.99,16.71,17.93
85.66,-242.28,4.29,-23.07
85.73,-156.45,-45.95,-27.97
85.8,-112.67,-22.58,-12.56
85.86,-40.5,9.25,18.74
85.93,30.28,6.67,2.76
86.0,250.0,5.48,10.74
86.06,250.0,-0.23,22.25
86.13,250.0,54.33,-17.5
86.2,250.0,89.73,23.74
86.26,250.0,56.13,35.65
86.33,250.0,-49.57,-5.47
86.4,245.21,-56.37,-30.53
86.46,183.99,-44.13,-40.89
86.53,-6.2,22.22,-28.97
86.6,-103.71,-75.63,-12.21
86.66,-167.7,-130.59,-24.08
86.73,-208.17,-191.42,86.72
86.8,-189.25,-149.48,16.01
86.86,-227.6,-87.41,124.1
86.93,-229.02,-20.8,85.52
87.02,-212.53,60.29,80.07
87.08,-110.63,69.89,16.53
87.15,-36.69,22.02,-5.56
87.22,137.9,66.19,-120.48
87.28,187.85,71.9,-107.28
87.35,50.7,11.99,-47.66
87.41,26.23,-26.97,-40.94
87.48,-1.78,1.41,-8.04
87.55,-8.58,26.18,79.07
87.61,-6.66,26.57,91.98
87.68,-16.63,26.67,111.11
87.75,-17.16,19.25,-49.07
87.81,155.22,10.8,-249.99
87.88,52.31,121.17,-249.99
87.95,50.72,45.88,-244.51
88.01,72.67,88.36,-226.16
88.08,10.1,-17.27,71.05
88.15,-4.34,-7.09,84.68
88.21,-79.48,-32.34,250.0
88.28,-183.4,-148.14,250.0
88.35,-20.22,33.08,250.0
88.41,-10.14,-23.85,85.83
88.48,-10.35,-28.11,26.61
88.55,13.65,6.25,-69.94
88.62,5.72,14.09,-91.34
88.68,12.78,0.34,-69.42
88.75,-6.21,9.63,-128.9
88.81,95.92,58.77,-249.99
88.88,135.42,35.86,-249.99
88.95,24.58,127.14,-249.99
89.01,-18.29,3.66,-133.12
89.08,3.51,-9.71,84.87
89.15,-91.25,-54.39,250.0
89.21,-59.37,-90.54,250.0
89.28,-3.08,-1.65,131.89
89.35,6.38,21.0,-32.81
89.41,41.17,8.08,-230.86
89.48,119.05,-25.52,-249.99
89.55,7.74,-16.42,-109.45
89.61,17.21,-6.69,-76.49
89.68,38.72,-64.62,-53.57
89.75,-18.97,-42.34,-6.9
89.81,1.97,-77.59,-26.89
89.88,-30.88,-10.54,3.29
89.95,-38.76,-17.38,-77.29
90.01,-32.62,-15.3,-101.78
90.08,-14.08,-20.7,-101.87
90.15,13.43,11.74,11.7
90.21,8.46,9.91,7.29
90.28,7.92,31.63,-12.2
90.35,0.1,41.97,-31.79
90.41,-0.02,24.99,-31.24
90.48,-5.76,5.94,-17.09
90.55,11.87,-9.75,-53.68
90.61,24.31,-22.85,-147.15
90.68,14.21,-34.72,-249.99
90.75,-72.51,-30.57,-158.63
90.81,-4.13,250.0,209.38
90.88,-26.54,250.0,250.0
90.95,52.97,232.19,232.16
91.01,85.62,-41.3,-199.64
91.08,90.33,-249.99,-249.99
91.15,-23.33,-249.99,-249.99
91.21,-85.87,-249.99,-249.99
91.28,-141.93,-140.72,-34.83
91.35,82.94,159.21,250.0
91.41,240.15,250.0,250.0
91.48,250.0,108.41,250.0
91.55,112.39,60.75,156.32
91.61,-48.25,-7.46,-97.85
91.68,-91.84,10.96,-66.91
91.75,-115.69,-34.31,-151.43
91.81,-249.99,-15.85,183.4
91.88,-111.53,45.58,78.13
91.95,-55.4,51.83,-136.16
92.01,-24.78,92.9,-114.09
92.08,19.04,45.36,-145.06
92.15,-87.49,51.56,86.47
92.21,-82.62,99.0,-2.45
92.28,-74.18,-2.62,20.68
92.35,-245.71,-44.4,219.05
92.41,-233.94,-31.29,148.59
92.48,-74.11,-67.6,18.16
92.55,60.56,-169.11,-81.59
92.61,101.94,-143.22,-127.96
92.68,250.0,-95.38,-224.05
92.75,250.0,17.6,-218.27
92.82,250.0,107.41,-65.61
92.88,250.0,91.15,-23.86
92.95,250.0,88.21,76.88
93.01,238.04,95.02,126.82
93.08,241.23,50.33,164.28
93.15,250.0,54.67,-32.26
93.21,250.0,19.28,-33.04
93.28,142.19,-19.16,82.34
93.35,99.16,-24.78,22.42
93.41,109.87,-23.5,-1.94
93.48,138.29,-37.08,20.82
93.55,187.45,-0.37,-43.66
93.61,162.85,5.01,-29.32
93.68,120.73,-0.1,-21.73
93.75,87.67,-1.92,-4.22
93.81,43.22,-18.51,48.26
93.88,42.43,-15.12,62.32
93.95,47.02,-0.56,17.01
94.01,36.25,5.93,4.74
94.08,12.14,5.69,4.19
94.15,-3.11,3.05,4.62
94.21,-8.53,4.3,1.24
94.28,-133.68,25.37,-22.42
94.35,-249.99,69.48,-111.22
94.41,-249.99,89.4,-122.39
94.48,-249.99,-72.17,-63.42
94.55,-170.3,-231.06,-18.29
94.61,-174.85,-9.75,14.46
94.68,-199.9,4.48,-10.99
94.75,-190.4,-86.4,1.55
94.81,-165.34,-131.77,-46.71
94.88,-245.25,-76.98,26.44
94.95,-169.31,-64.12,-77.8
95.01,-144.05,-108.25,-29.42
95.08,-207.34,-29.86,160.81
95.15,-207.09,34.03,105.1
95.22,-210.73,12.4,-6.1
95.28,-201.89,-24.02,-74.91
95.36,-141.14,-53.71,-59.41
95.43,-142.56,-58.51,-22.64
95.5,-144.0,-45.88,-60.1
95.56,-159.56,-41.35,-32.5
95.63,-181.42,-52.83,-4.45
95.7,-181.29,-55.74,-1.13
95.77,-192.18,-50.73,29.68
95.83,-162.87,-45.0,43.17
95.9,-130.64,-55.85,66.99
95.96,-92.79,-41.06,17.81
96.03,-77.08,-3.55,-51.62
96.1,-19.83,3.19,-29.95
96.16,-30.13,4.63,-30.76
96.23,-13.99,3.46,-9.86
96.3,-1.99,3.29,1.09
96.36,15.98,-1.25,12.57
96.43,27.5,-0.98,1.45
96.5,38.04,2.53,2.76
96.56,63.37,8.95,14.22
96.63,104.71,11.5,-9.27
96.7,179.75,12.65,25.49
96.76,161.48,37.72,-10.44
96.83,223.43,53.83,33.25
96.9,250.0,5.3,81.9
96.97,228.22,-23.1,-8.02
97.03,247.01,-11.68,61.28
97.1,250.0,-43.15,73.99
97.16,250.0,38.13,-33.86
97.23,250.0,30.37,-28.25
97.3,229.99,35.53,60.93
97.36,225.16,29.69,79.16
97.43,166.61,-1.94,55.61
97.5,159.23,-21.01,38.16
97.56,249.58,-28.68,-10.18
97.63,222.47,19.95,3.1
97.7,159.85,-13.56,25.26
97.76,176.41,-6.65,66.24
97.83,177.97,-49.61,79.21
97.9,161.63,-62.18,69.28
97.96,149.61,-41.53,26.59
98.03,140.21,-23.66,-2.67
98.1,114.95,9.52,-15.0
98.16,94.91,10.38,-8.92
98.23,87.79,6.26,-11.41
98.3,65.85,-2.45,-5.74
98.36,28.58,5.61,4.39
98.43,11.08,4.1,5.12
98.5,3.15,2.41,8.88
98.56,4.11,-0.68,6.25
98.63,-0.54,0.47,6.49
98.7,-6.12,-0.78,3.61
98.76,-5.14,-0.36,5.73
98.84,-7.38,2.61,-1.19
98.9,-6.92,5.32,1.93
98.97,-87.11,-2.33,-10.07
99.03,-104.51,13.66,-8.92
99.1,-140.95,16.34,37.2
99.17,-203.72,-17.77,-28.73
99.23,-249.99,-1.93,-54.84
99.3,-249.99,-4.5,-49.85
99.37,-249.99,2.49,-48.68
99.43,-246.18,-11.14,-50.37
99.5,-236.74,-10.88,-34.81
99.56,-224.03,-26.17,-37.88
99.63,-203.43,-24.45,-31.85
99.7,-197.6,-36.86,-25.67
99.76,-191.46,-33.2,-20.03
99.83,-192.18,-19.29,-12.85
99.9,-180.53,-21.3,-20.48
99.96,-185.04,-21.4,-20.31
100.03,-203.43,-39.33,-51.41
100.1,-199.93,-46.32,-62.57
100.16,-204.41,-80.47,-113.95
100.23,-207.84,-78.23,20.6
100.3,-159.07,-59.01,75.84
100.36,-56.36,-50.69,-21.31
100.43,-36.65,-12.71,-33.92
100.5,-0.92,9.73,9.12
100.56,15.11,4.74,0.75
100.63,21.02,6.28,-10.74
100.7,30.18,3.43,-11.96
100.76,38.14,10.93,-12.13
100.83,67.86,27.8,33.28
100.9,236.53,21.92,55.76
100.97,203.93,61.12,42.56
101.03,196.21,108.69,42.09
101.1,209.11,48.68,46.26
101.17,129.95,-31.54,36.86
101.23,122.07,-22.73,23.02
101.3,219.25,32.96,38.01
101.37,249.63,25.06,55.52
101.43,208.71,-41.68,113.67
101.5,186.22,-41.0,50.15
101.56,167.71,-20.86,26.1
101.63,151.16,-14.54,22.73
101.7,157.11,-38.59,25.86
101.76,174.37,-37.55,31.13
101.83,142.04,-39.55,29.78
101.9,138.51,-23.95,31.2
101.96,136.17,-12.76,40.51
102.03,129.41,-5.16,32.51
102.1,133.41,-14.24,35.05
102.16,144.28,-31.85,31.71
102.23,159.87,-66.13,25.04
102.3,154.75,-84.73,16.26
102.36,141.25,-77.87,20.0
102.43,103.74,-42.94,65.55
102.5,87.54,-48.03,15.47
102.56,58.91,-17.84,25.91
102.63,39.04,-12.34,8.13
102.7,36.22,-4.19,10.53
102.76,22.52,-4.02,2.87
102.83,28.89,-6.79,6.45
102.9,10.07,2.46,3.51
102.96,7.67,8.03,4.42
103.03,-1.67,6.65,-3.35
103.1,-2.43,3.18,-0.54
103.16,-39.36,10.74,3.1
103.23,-78.11,6.67,14.28
103.3,-249.99,17.84,-68.47
103.36,-249.99,16.62,-128.44
103.43,-249.99,-11.47,-173.95
103.5,-249.99,-55.86,-212.54
103.56,-249.99,-95.94,-209.81
103.63,-249.99,-85.06,-86.3
103.71,-152.34,-65.05,-40.92
103.78,-249.99,3.33,250.0
103.85,-201.4,-70.71,76.89
103.91,-124.12,-69.21,6.27
103.98,16.5,-112.36,-123.65
104.05,92.4,-44.28,-185.02
104.11,155.03,-120.6,-15.33
104.18,107.06,-109.29,55.14
104.25,42.17,-82.8,36.35
104.31,10.52,-31.13,66.18
104.38,-18.72,-13.84,25.06
104.45,-20.99,7.23,60.48
104.51,-31.1,49.92,97.36
104.58,-99.02,53.19,-55.66
104.65,-94.26,51.83,-14.85
104.71,2.18,55.56,-76.48
104.78,-26.53,47.38,-59.2
104.85,-32.48,14.87,39.17
104.91,22.22,-19.45,5.22
104.98,39.82,-4.43,20.51
105.05,21.82,13.67,-19.05
105.11,18.95,30.12,-10.7
105.18,13.93,46.53,-12.99
105.25,23.76,29.95,-37.08
105.31,38.85,31.19,-36.11
105.38,21.93,18.67,-9.7
105.45,30.6,6.19,4.06
105.51,41.68,-41.73,35.76
105.58,32.55,-158.04,18.52
105.65,132.62,-147.27,113.25
105.71,-28.94,-50.76,54.14
105.78,-84.28,-25.54,40.56
105.85,5.67,-11.0,-54.68
105.92,49.89,84.19,112.38
105.98,74.83,90.89,94.65
106.05,72.09,92.26,-15.44
106.12,33.85,52.15,-9.64
106.19,-13.23,61.65,-5.86
106.25,-27.38,56.39,-7.23
106.32,-20.05,48.0,-19.23
106.38,-3.91,47.91,3.62
106.45,40.66,-16.55,10.94
106.52,-8.52,37.67,7.7
106.58,-33.45,65.2,25.54
106.65,-20.8,46.02,24.79
106.71,19.84,-6.77,31.88
106.78,23.33,-63.67,1.67
106.85,22.46,-82.03,-1.44
106.91,16.15,-50.8,-4.33
106.98,16.06,-64.18,-12.24
107.05,8.28,-56.68,-19.45
107.12,14.5,-39.69,-59.81
107.18,9.9,26.76,-7.23
107.25,30.53,31.37,-7.69
107.31,93.18,-10.08,-23.69
107.38,125.76,0.59,-34.91
107.45,12.59,10.01,65.07
107.52,52.69,-35.15,-61.79
107.58,-10.4,22.85,-42.8
107.65,-20.1,-2.9,-25.18
107.71,8.68,2.76,38.18
107.78,20.59,15.39,51.31
107.85,-2.31,29.55,9.97
107.91,16.26,19.87,13.39
